step,obs_position,obs_velocity
1,-0.5,0.0
2,-0.5095089142127381,-0.002954652174686842
3,-0.5191887309787943,-0.03486334179602543
4,-0.6228213208347378,-0.08489893432428272
5,-0.6956250806604912,-0.08882300851932734
6,-0.8125063153026867,-0.11412810500536945
7,-0.8938993982620808,-0.12458317666763348
8,-0.9930122624084023,-0.09237272460582104
9,-1.048684598304969,-0.06120509108917598
10,-1.1179151160765282,-0.05010477617929836
11,-1.0443933675118569,0.04269579821906693
12,-0.894286480075034,0.14708689249722254
13,-0.6744500784504214,0.20120865983348368
14,-0.47493144595686965,0.22290272861082655
15,-0.18313894726008662,0.2518512015839497
16,0.07670823579879486,0.22642560967254374
17,0.243919485897019,0.20888011777518578
18,0.4337838900104682,0.18122513565566098
19,0.5334736093287936,0.11785995770706771
20,0.6290918375387977,0.0777423579516972
21,0.6362977273898168,0.03184925747559938
22,0.6652841445721881,0.028753518658570107
23,0.6773483134763522,0.009118868998959256
24,0.6883721168338592,0.020036879498001148
25,0.6814269082014628,-0.013477673919197769
26,0.6759852059070173,-0.002566272736377946
27,0.675437125839796,0.010054725203636244
28,0.683257274946843,0.00845257480537131
29,0.683544396165988,-0.002139564017844658
30,0.6898661763834016,0.01041118676033655
31,0.6668305231478595,-0.01111400578436946
32,0.6720590143010207,-0.012280104778278221
33,0.6956773043894571,0.0009683776091434747
34,0.6881686897927795,0.01942773134504327
35,0.6773027211418464,-0.008143846768000007
36,0.6907663324059485,-0.0051736448421462675
37,0.6870933279313599,-0.015639810294557358
38,0.712900300314021,0.011335288048757743
39,0.7225992085372321,-0.005946800913415457
40,0.7169721450063402,-0.012281558382247721
41,0.7415988382605977,0.013706266888973771
42,0.7506364704020807,-0.0064262198074116934
43,0.7516669075621659,0.0197298601275279
44,0.7403271971051598,-0.024845062909913864
45,0.7198628517953631,-0.012561528944908413
46,0.7388753063199816,0.011151007483604612
47,0.7037097565856689,-0.005064914010236788
48,0.7225464521008,-0.004717986735722367
49,0.7431292738420404,0.003967334448443443
50,0.7456244076952004,-0.005335755544454055
51,0.7236101823193501,-0.00793983586274015
52,0.7267500976791104,0.018310213746457814
53,0.7255805468386998,-0.01928626811054064
54,0.7312800759192761,0.0023822510318699257
55,0.7195071270424824,-0.0015368669068928321
56,0.7069180233552568,-0.006102344852979501
57,0.7206744310922986,-0.006247918884824736
58,0.7231271589901044,-0.0008938815171891344
59,0.7161249881602255,-0.0025150662634060095
60,0.7250006489361006,0.008313189884579972
61,0.7448406728035611,-0.0031303066577632512
62,0.7238029881159166,-0.0016162445812249338
63,0.7138078812833376,-0.01686408447184968
64,0.7288347729953124,0.013850077995673112
65,0.7432136173038008,-0.00960410980680807
66,0.7505406347686833,0.011978880172172142
67,0.7566375438736905,0.0035854370344924422
68,0.7471365751903195,-0.005464483863551729
69,0.7314945522986286,0.003844861160980895
70,0.7280155454853092,-0.003633560097370983
71,0.7320332114407675,-0.0021540066926734516
72,0.7264469850983569,-0.006700665467130828
73,0.7284536656633643,0.020468107134374997
74,0.7186283480087391,-0.014132678873387396
75,0.715774953092008,-0.007698431579239063
76,0.7078547361706246,-0.002977696892618072
77,0.716079589294707,-0.005850110945251946
78,0.7236303241757461,-0.008317974354098591
79,0.7145413437167828,-0.00016733068261210945
80,0.7352440534683622,-0.0038410446826372784
81,0.7448943435539617,0.006800422301175226
82,0.7318312434587473,0.004081186422814869
83,0.7576973494276377,-0.018139605055801943
84,0.7535565864013382,0.022717720946212334
85,0.7280490994115387,-0.01387547603251505
86,0.7205801786893928,-0.011152599409744049
87,0.7321198317677897,0.0026311478887551245
88,0.7529698548802821,-0.008078119992552115
89,0.7366732257043653,-0.0009587715439664649
90,0.7317560424781232,0.0191276362909832
91,0.7115934152863661,-0.02407113577673208
92,0.7252538573272759,-0.005846120050110154
93,0.7514487545509689,-0.01195474843889425
94,0.7338537035802802,0.001844321842957528
95,0.7236293467453878,-0.006633094681275199
96,0.7284061276639413,-0.012050137066387027
97,0.7737448206781659,-0.004147100048990432
98,0.7502107365156565,0.0011250290669762592
99,0.7540624877592368,0.02136335036414841
100,0.7630513257242882,-0.0029163019150083005
101,0.7567582630301324,0.006794650204594362
102,0.7225488150617644,-0.0034862283509266775
103,0.7061323419899087,-0.003979293077182543
104,0.7239142382428148,-0.0017669346444968992
105,0.7215505033193144,8.902214649477997e-5
106,0.7242233886842707,0.010977831824043481
107,0.7252854219505384,-0.012003950437204244
108,0.7279337536950337,-0.012471575319884099
109,0.7341577803115653,0.018644655782658878
110,0.7308237416929597,0.00256465172476621
111,0.7144517613622703,-0.010161626089203842
112,0.754496285741152,-0.0030031398453229273
113,0.7425521654889964,0.0009577014700640997
114,0.7186078687206783,-0.014718639844698853
115,0.7208214943642642,0.031571572420644685
116,0.6904130831091964,0.001504144543118386
117,0.7133286855213022,0.0005035126531256831
118,0.6929993318720609,-0.021939973253983634
119,0.6942795023506837,-0.004991876487520095
120,0.698008211600065,-0.0007478958181186906
121,0.6946661648203399,0.0014909744943821985
122,0.6959432447363756,-0.008085241649413015
123,0.7153966075371319,0.013553481236735932
124,0.7064752353899675,0.010376665169309737
125,0.7049212671552538,-0.00995199728171561
126,0.7116558077954684,0.009196562078815636
127,0.7000155627325573,0.007007617542351326
128,0.702348500172119,-0.009030992746325921
129,0.697495951524474,0.005687122726298993
130,0.698130095168127,-0.0027770548402481945
131,0.7262109243335535,-0.017423009419479392
132,0.7352698600652112,0.004428802878516094
133,0.7052870763685941,0.0037809252036416553
134,0.7347364367306362,-0.0051566586862059165
135,0.747453205253334,-0.0042060364874177015
136,0.7265350075157346,0.02503942511133822
137,0.7166389974509446,-0.013625256390526426
138,0.735066644748833,-0.0068117540483770495
139,0.7338358198291712,0.005001237399572949
140,0.741345412852805,0.005691473726847168
141,0.7365546824570685,0.004706921806281092
142,0.7150825557669014,-0.013363128775169573
143,0.7085450003225751,-0.016312658396193058
144,0.7189135224180652,0.016350076555197098
145,0.7169678302834019,-0.011440995512838444
146,0.7368873009949523,0.004236193589293163
147,0.7040656463618983,0.010633305764753149
148,0.7117753123468096,-0.013260240966410188
149,0.7111751435017061,-0.005149789687600293
150,0.7227600480503732,0.022062729503017457
151,0.7172301228626663,-0.026808135020141982
152,0.7204719841845015,0.01302997883593639
153,0.6873325447879489,-0.013958975211489122
154,0.6781870679417928,-0.020041055578699136
155,0.7015160464328842,0.03424930147730376
156,0.6762164393296579,-0.012164961420365598
157,0.6494260125398748,0.011272994922884527
158,0.6437982895458366,-0.02780029647235634
159,0.651173194128827,-0.009912158604004743
160,0.6322952951925306,-0.009641122640924767
161,0.6527345281194884,0.0012344394711080522
162,0.6644175607692556,0.006815915572426289
163,0.6730355738007231,0.0047815233183870175
164,0.6698727933093044,0.027492306461864912
165,0.6603599634183626,0.009840686433183775
166,0.6588863953711952,-0.019119802176119485
167,0.6606803286890409,-0.00592143996647998
168,0.6544566663808709,0.0032353753979773602
169,0.6641896534756463,0.005711324338678807
170,0.65790299169967,-0.0015354596490372019
171,0.6856113779925356,0.014467940137774577
172,0.681747197728429,0.005148092400121954
173,0.6739122384733219,0.02597129840413743
174,0.6897710059337279,-0.01726677735624565
175,0.6637898493668583,-0.008823578558916217
176,0.6536105370568426,-0.0073301312840753224
177,0.6662460308826965,0.021244946046748883
178,0.6687150345407532,-0.024124502073659015
179,0.6616489433981414,0.013638273458683266
180,0.6704693013379703,-0.016728006551578113
181,0.6733671737177722,0.0011107513914267253
182,0.674830266057049,0.01069993653190243
183,0.6764689062840445,0.001034270605183438
184,0.6728565081826068,0.014392869041566551
185,0.6797800616104714,-0.009919342784607182
186,0.6881846833275767,0.004590018601935169
187,0.6778480507370023,0.0017108013897062626
188,0.6744845488974207,-0.0034513255218320575
189,0.6742514973929851,-0.010148829936451977
190,0.6802649415695962,-0.004691431592968181
191,0.7214409313246763,0.032450674385022554
192,0.6976678379676094,-0.012418523818295363
193,0.6843424642463519,-0.004896231316076163
194,0.7066803402866394,-0.009164311226596044
195,0.7089351593973622,-0.00410675455079073
196,0.7059661573856293,-0.002512755411460642
197,0.7256985860886659,-0.000653358747717674
198,0.7342651868969337,-0.00527173551528533
199,0.7463068462304352,0.02112720601298687
200,0.7430143456170875,-0.0016354729244958937
201,0.7365743894558918,0.0010088897075348174
202,0.7352662701989447,0.003869467342123161
203,0.735974006320527,-0.016521482786293534
204,0.7415024157842763,0.010387155548667176
205,0.7344385185038812,0.0061466150116605035
206,0.7220405394096628,-0.009285714819108459
207,0.7161954893816438,-0.008272814508521376
208,0.695567729780349,0.016529591435596493
209,0.6973338483373613,-0.004816413055233393
210,0.7193584986198526,-0.008349620724484696
211,0.7249685452790893,0.0033303050963776233
212,0.7277957748990614,0.0036476212688487148
213,0.7404693687562457,0.0009469167834649712
214,0.7075439609627132,0.004582026101188046
215,0.724878984199036,0.012149276729984648
216,0.7329384144406696,-0.02029855493967245
217,0.7109969788958133,0.0034566929221554552
218,0.7018640122422324,-0.002543458630203931
219,0.7037736918191678,-0.0036657463862274885
220,0.6962466363785462,-0.0048929948916913366
221,0.7044055888175123,-0.0033996805049948692
222,0.7103927291155535,0.012304084765340562
223,0.7324655845249496,-0.001212613171545163
224,0.7247357706176702,0.01689017835200661
225,0.7109242472880332,0.0007594120779611281
226,0.7271931277428527,0.003988752183219606
227,0.7242953209188183,-0.011268805392014709
228,0.710287595994137,0.010787501115199626
229,0.7015865868923528,0.0029168672606275127
230,0.7077894261223898,0.00308078937850593
231,0.6806490141744391,-0.0060479618355408216
232,0.7047964578320354,0.009959268430476936
233,0.6914770695192688,-0.006893814136985123
234,0.7044641973419833,0.021596094344119198
235,0.6946047826311954,-0.02616103883211223
236,0.6720882349505349,-0.010238787303881692
237,0.6757961839435449,0.020710998769151206
238,0.6637865838451151,-0.004216731564787857
239,0.68622348130404,0.0018015003196194803
240,0.676162496230233,-0.02323247088553889
241,0.657705173148487,-0.0009191331759757239
242,0.6876021589568524,0.00868246088404599
243,0.6839704954821811,-0.01528568621564512
244,0.6690149346440283,0.025917855204381453
245,0.66864940396987,-0.005638127268270521
246,0.67032484403036,0.01895691636607395
247,0.6537928387270768,-0.013247836643869455
248,0.6460907038647333,-0.007296173192731369
249,0.6422458349603529,0.007686259702876683
250,0.6234250611171456,0.005523472650089554
251,0.6580968645037321,0.026357210966824796
